formula,spacegroup
La3IrO7,62
Li2MnAsCO7,10
Sm2Ge(BO4)2,59
U(CoGe)2,127
SrCaMnNbO6,210
Yb(YSe2)2,9
DyFeO3,61
Cs2AlAgF6,219
PF5,191
TeO3,11
SbSCl9,11
EuC2,14
BaRuO5,165
EuB4O7,30
Cs2LiBiI6,219
Ho2Zr2O7,221
Na3Sc2Zn2PS5O24,0
Al2Ni9Pd,121
Ba3NiSbRuO9,162
NaNbSiSn(PO6)2,8
LiCr(PO3)3,18
TiNF,58
Al2CdS4,81
Ag6SbAsS6,144
CaHCl,127
Cs2RbLaCl6,219
Pr3NbO7,62
K4MoWO8,7
Na7Ti3Nb(SiO4)6,0
CeSe2,219
Cs2YCl5,61
KI,219
Ba3Y2Cl12,13
LiFe2(PO4)2,6
CaPt3O4,217
Li3BiO4,134
LiCuPO4,6
K2Zr6BeCl15,65
B(HO)3,143
Li2Mn7F16,146
SiPbO3,12
V2Co2Se2O11,10
Li4TiCrO6,14
Li5Mn2CoO8,11
ZnRh3,137
Na4Cu6O5,187
LaH2,219
ZrU4O10,164
Rb2Zn5As4,62
Mn5P6WO24,144
LiB(SO4)2,6
SiC,154
SrNdScO4,35
Mn2O3F,13
Ba(InPt)2,137
Na6Zr6Zn2Si5S7O48,0
LiNi4(PO4)3,57
KLiMg30O31,97
Li8(CoO2)5,1
TbNd,184
TaMo,64
SbXeF9,13
Y6CoNi,25
ZnSb4H18S7N6,1
Rb2Cr(BrCl)2,63
Li2Co(CO3)2,42
LaScSb,137
Pm2MgS4,28
NaY2Sn2P3(SO8)3,0
CsV2O5,13
CeSiNi,184
Cs2ZrFe2(MoO4)6,1
Y2Ni2Sn,70
Mo3W(SeS)4,154
Zr2(NiP)3,61
U5ClO12,50
LiMn2(PO4)2,4
Ag4Sn3S8,207
CeSe2,219
DyCrSe3,61
Ti2Rh,137
NdInPd2,219
Li9Mn2Co5O16,0
Ag3B5O9,18
InAgTe2,120
Yb2CdPd2,125
Th3Se3O16,86
Ca2ZnCd,219
Ti2NiS4,11
Li2WO4,14
CsLa2CuSe4,62
PrAu,62
Sr2LuUO6,219
BaCa2(SiO3)3,1
SrLiLa7Fe3O16,97
Na3NiBPO7,10
TmH9C5(NO4)2,19
Rb3YF6,219
BaSrEuWO6,89
H8C2BrN,10
Eu2MnRhO6,13
MnTe(PbO3)2,219
Nb2Zn2SnO8,14
Sr2MnSbO6,137
CsTmO2,191
Ta3(Ni10B3)2,219
Ho2Si2O7,61
Ba2Mo2F11,143
CrXeF10,60
NbCoGe,61
LiCr2(PO4)2,25
Ba2CaReO6,86
Na6ReN4,135
SmAl3Ni2,188
CaU2(BO5)2,0
RbFe2Te3,62
Bi2SeO7,13
BaFeCuF7,4
Li9Mn2Co5O16,9
KGePO5,32
CdI2,162
Li3Mn2V5O12,4
Rb4Ge3B6O17,8
LiGd2Os,219
NaCo2As3O10,1
DyYCd2,219
Te6RhBr3,165
Sm3AuO6,1
K2LiNb6(PO8)3,0
Te3As2,164
ThBC,90
YGa(SO4)3,148
Mg6CdBi,37
Li5(CoO2)8,0
Y13Ho3O24,0
Ca4Mn3CrO12,5
Lu2V2O7,221
YGa3,215
ZnCr(SiO3)2,60
BaCrO3,191
MgTi6(H2O7)2,0
Na2CuP2O7,14
Tb5Pb3,190
Ba2SrI6,13
LiFeP2O7,10
TiMn9O20,11
Fe(PO3)4,14
Te2Ir,61
Li8MnFe7(BO3)8,0
HgPt3,64
LaCuO3,215
SrTiH4(OF3)2,13
Li5V5(FeO6)2,4
FeBi25O39,0
Li3Fe3NiO8,11
Li2Mn(SiO3)2,4
LaZr9O20,1
Li7SbN4,212
Na2SiH16O11,13
VZnBiO5,13
NdB2HF10,10
Ba(CdP)2,162
Sr2GdCu2RuO8,37
Li7NiN4,212
Ti3VSn2(PO4)6,144
K2Y4Cu4Se9,11
CaNbNO2,13
InP2H9(NO4)2,42
YbSnRh,186
Dy2Pd2Pb,125
Li8(NiO2)11,0
Na2Cu(NO3)4,13
Sm(SiAu)2,137
Na3Hf2Mg2P3(SO8)3,0
Rb6U2(Cu4S5)3,224
TbCeO4,139
V8GaGeS16,113
Ce2(SbPd3)3,62
LiCoPCO7,3
Tl2CoF4,137
Li2FeO3,1
Y21B7(C7I9)2,1
Cs2NaPbF6,219
ScSiRh2,219
Er3C4,126
SrCa3,219
Li11Mn6O16,0
Ga2BiSe4,124
Mg(CoO2)2,154
PrAg,215
KEuPSe4,61
DySiRu2C,62
Ba2LaIrO6,146
YIn2Ni9,125
BeH8(IO5)2,55
Lu2GeO5,14
Ba2MnGe2O7,111
Na3InGa(PO4)3,0
Mn3GaC,215
FeP2HO7,13
NaZr2Sc2P3(SO8)3,0
Li2Ni3SnO8,1
Fe3RhN,215
CeP,219
Sm2GaCo2,70
BaDyFe4O7,3
VCo(PO4)2,10
Dy2NiRu,219
Co3As2(HO)16,11
PrTl(MoO4)2,59
FeCO3,165
Hf(Ti2Se5)2,162
Li4Cr3(CoO4)3,1
RbLuP2O7,13
CsGa9Au5,191
LiNi(SO4)2,0
Dy2WO6,18
LaNi3Rh2,188
Zn4CdSe5,158
V3CrCo2(PO4)6,144
Na15Ta4Zn8P15(SO24)3,0
Pr4V5(Si2O11)2,11
K6LiFe24S26Cl,215
Li2Co(CO3)2,6
Li10Zn(PS4)4,6
MnCuPd2,219
LiNiPO4,14
Sr10P6SO24,145
Zr4CoP,122
MnGeIr,61
Ce(CoP3)16,11
LiMn3Al2(HO2)6,1
Mg14CdCoO16,46
Na6Zr4Sc4Si5S7O48,0
Li3MnO4,211
BaGdCo2O5,46
Rb2InAgCl6,219
Li3Mn4(BO3)4,0
Li2Mn2Si5O13,1
Fe2Re3,19
RbTlO2,164
CaSbAu,191
CaNdZn2,219
AlBPbO4,61
MgV6O5F19,0
NbCr3(CuS4)2,4
Y5SbPt2,138
Tb(CoSi)2,137
RbFeSe2,14
Sr3Fe2O5,70
Hf3MgSiS5O24,0
PAuCl8,73
LaPmGa2,219
Ho(BRu)4,140
Er3Co2Si3,62
CdI2,154
Ca3SmMn4O12,5
NaBi(PO3)4,13
TmGa2Ni3,188
U(Fe5Mo)2,70
FeNiO3,146
Sm2Al3Ge4,63
Cs2MgSi5O12,60
LiFeP2O7,13
ZnAsHPbO5,18
VIr,62
ThI2,191
Mg4Sb2O9,1
Zr2Ga3Co,7
Li5Cu5(SnO6)2,4
Hg6MoAs4Cl7,202
ZnNiP2O7,1
YAsO4,139
Y8Te3,11
Li2VFeP2(HO5)2,0
Hf6Be15Cu8,219
Rb3Ti3(PO4)5,56
Mn3SiN4,30
YBiO3,159
Sr11(CN5)2,134
Ba(CdGe)2,137
CaGdTh(PO4)3,0
Eu(P3Ru)4,201
Mg16Al12Hg,7
Ho11(Ni10C)6,223
TaTi,64
Na6Mg2Ta4Si6(SO12)3,156
U3Sb4,159
Li7Co5O12,4
NiSe,191
CeCo3B2,188
V2NiO6,1
ThCdPd2,219
Li6MnV3(PO4)6,0
LiVFeP2(HO5)2,1
LiVO3,4
Ca(CoP)2,137
U2Si3Ir,24
Li17Fe4(CO3)16,0
Li10Ti2Mn3Ni3O16,0
Ti3Mn3(SbO8)2,0
Yb(ZnGa)2,137
Li2SnHg,219
KNa5TeO6,14
LiNdTl2,219
LiCoPO4F,1
KMg3V3CuO12,14
Pr(LuS2)3,10
CsTl3O5,61
Mg(AlB14)2,0
EuPaO4,121
Li2MnO2F,14
Li24Mn11CrO36,4
LaCu2Ni3,188
Sb4O5F2,61
Na6Ta4Nb4Si11SO48,0
LiVFe(P2O7)2,0
BeSnAs2,120
Co6OF11,37
Ba5B20(H2O19)2,2
Zr2N2O,0
InAgSe2,158
La5In11Ni6,64
Mg16ScAl12,211
MoPt2,70
Na8Fe2O7,13
V6GaSb,197
CsV2P3O14,13
Bi2Te2S,158
Lu3Mg2(SiO4)3,224
Ge5Te4Se,137
Na8Al2Si5Sn2SO24,0
Ta2Si,138
PuZn2,221
LuTc2,191
Sr2Ti2As2OF2,137
Na2PtO2,70
Ba2CaI6,59
BiOF,13
LuMnO3,61
MgTlP(H6O5)2,30
Np(GePd)2,137
Na4Li5(WO3)10,0
VReO4,70
K5Nb3O3F14,30
Na2Th(AsO4)2,69
Rb2Si(S2O7)3,145
Ta2As,57
Na7Ca2Mg2P3(SO8)3,0
Sr3CaI8,7
V(CO3)2,120
MgFe3(PO4)3,2
CaTeO3,75
Ca(AlGa)2,137
Li2FePO5,13
LiFe(SO4)2,0
Sc(AlC)3,183
LiCu2C2O7,13
Cu2SnTe3,8
CsUGa(PO5)2,1
TiTe3O8,203
VS2,191
Dy3Rh,61
Na2LaInP2SO12,0
Li6Mn3CoO10,7
SrZn2,191
Tm4Zr3O12,1
ThRh,62
CoNiO3,0
Li4Ti3Mn5O16,7
CoBi6(SO8)2,2
ErAlSi,107
LiCu6OF11,0
Nb3Sb,217
Co2O3F,35
Na5InO4,60
SrZnSn,191
DySb,219
Tm3Ga5,61
Li4V3Cr3(WO8)2,7
TmCo2,221
Ba4As3,214
Li3Co2(GeO4)2,0
Cu3(IN)4,1
TiAl,121
SmMoBrO4,1
Er2CuNi,37
MgCuP,61
Yb3Ni,61
SrIn3,215
Li5Nb2Cu3O10,1
La3AlVS7,170
Ti2OsRh,219
LiNi9S10,13
Li5V3P8O29,0
Sr5U5O18,1
BaSiO3,13
CsAg(NO3)2,11
Mg30VSnO32,121
Li2V18O39,0
Hg5Au6,190
LiCo(CO3)2,0
TiCr(PO4)3,159
Ca2Bi2O5,1
BaSrTl2,219
DyAlO3,165
LiCuPO4,32
BaNaTl2,219
SmAg3,191
PmGaAg2,219
La2Nb2N2O5,4
BaO2,137
VH2O3,14
NaPdF3,1
TaB2,188
Ti17(NO4)6,1
Ca16HN8,57
ZrCuF6,146
Sn3(OF)2,61
RbTlBr3,159
Li10FeNi9O20,1
MnF3,61
MgCo5NiO12,0
Nb3Sb(PO4)6,144
BaSn3Au,105
DyCoGe,61
Ca2CdAs2,35
Na2CeWO6,219
Ba2TeP2O9,1
Li2O2,191
MnOF,5
La4C5Cl2,11
Pr2CdPb,219
Sr2HoGaCu2O7,45
Li2SnP2O7,13
Sm5Bi3,61
Rb2Co3S4,71
Li5NiO4,60
SmBeCu4,184
Dy4Zn5Ge6,35
K2ReCl6,219
HfAlMo,37
NaPr3Mn4O12,5
NbMoS3,10
Al(CoSi)2,162
Ba2NaMn3F11,159
Li2TiV3O8,11
SiO2,139
Tl3Os3O10,139
LiAl2Au,219
Mg3ZnO4,215
Li2Mn3WO8,164
Ca4As3H9O16,13
Na3HfTa(SiO4)3,8
VPO5,1
LaYbAg2,219
Na22CaFe6P12(O8F)6,141
Na6Sc2Ta2Si5SO24,0
Lu2ZnPd,219
KRb3,191
Pa2SbTe,219
Ba(GeRu)2,69
BaMg30VO32,121
Na14Mg2Si9Sn6(SO16)3,0
Ni3OF5,11
Ge5(Te4As)2,11
Cr3Ni(PO4)6,144
Nd3Cd2Si3O13,173
MgSi4(MoO6)2,4
Li4Mn3Cr2Co3O16,7
Zn2Sn3O8,183
Li3Ti6Co3O16,3
SrLa4TiAl4O15,50
KSb2Te2(HO2)2,146
Na3Be3B3P6O25,207
Rb3(SO4)2,14
Tb2WO6,12
K3Tb(BO3)2,57
Al(HO)3,0
YbGa5Co,121
NaNO3,0
K2H2C2O5,14
CaFe2P2O9,61
Li2(VS2)3,190
MnPd2,61
Hg3TeCl4,60
K2LaP2Se7,13
Ca2CrH2I2O11,13
YMoC2,61
Sm2AlCd,219
Cu4Se3O10,1
U(CoB)4,135
CsAu(IO3)4,1
Ni2SbTe2,191
Mg4Ta2O9,163
Pr(CoAs)2,137
LiFe2(BO3)2,0
TiP2Cl8O3,13
HfP,191
Nd3Ho,191
AlPO4,14
Y2VO5,14
FeMoO4,11
ZrTi(PbO3)2,158
LiAgF2,164
Li7Co5O12,11
K3Ta3Si2O13,186
Ca(FeSb3)4,201
Li(CrS2)2,139
Rb(PRh)2,137
Ta2VOs,219
Pr20AlSi19N33Cl2O19,5
Cs2U2O7,4
Li7V3P8O29,0
In2S3,165
LiFePO4,61
TiW,64
Dy2PdPt,25
DyBO3,1
RbMo3Cl7,14
Li4Ti3Cr2Co3O16,7
NaGdGeO4,61
Cr2As,127
CrCo2Ge,219
NiPS,195
KUCuS3,62
Na3TmBr6,13
SrCaMn2O6,24
CsRb2InBr6,219
Sm2(Ga3Co)3,62
Y6O5F8,17
Ce4S4Cl2O,35
Li2Mn(PO3)4,13
IrClOF6,13
CaV4(CuO4)3,201
K16Tl22Pd,153
K3ScF6,219
V3CdO7,61
CaCr(GeO3)2,14
Pr4(YS2)11,11
Mn12O5F19,0
Na8Si7O18,164
As3(HO2)5,1
Tl2CuAsO4,13
Ce2MnN3,70
Li10Co11O21,1
XeF6,32
AlF3,148
Ho3Fe5O12,224
TmAsS,61
Li4V5Cr4O18,54
Fe13(NiO10)2,7
Mg16Al12Te,211
LaNdAl6,184
UV2PbO9,13
BaSrBiSbO6,144
Ti17(NO4)6,1
LiBiP2O7,13
SrSi,70
Rb2YTlF6,219
Co2As2O7,7
Pr2Hf3(MoO4)9,165
Sr3Cu3Pb3ClO8,5
Er7(TeIr)2,43
Hf2CS,191
Pr4C2Br5,11
CaVSiO5,14
CaMg(CO3)2,1
Sr2Si3Ni,184
Cs2MnNiF6,158
P3Pb5BrO12,173
Mg14TiSn,184
Li2MnVP2(O4F)2,1
AgPb3,191
Li2Ti7Nb6O30,141
BaIn4Ir,50
Ba4Ga2O7,13
Na6Nb3Al(SiO4)6,0
Sr3ScRhO6,165
Cs2KLaF6,219
Li2CoH8(CO5)2,14
Li5Mn6(BO3)6,0
Ga3Ir,134
Gd2NiRuO6,13
Li4V(TeO4)3,0
US3,10
Li7Mn4CoO12,7
Ba2AlCu2F11,143
Ni5Ge3,4
MgZnO2,164
TbLu,184
SrCu(Si2O5)2,128
Zr3(Cu2Si)2,186
Rb2CuF4,137
K2ZnSiO4,28
K6Tl17,65
Li5SnP3,14
BH2N,94
La9Ga5Se21,144
PmHoAl2,219
Cs3MnCl5,138
Dy2FeCo3,164
Ca6La14Mg7Ti13O60,0
Li2MnV(P2O7)2,0
Hf2TcRh,219
CsLiI2,35
Sr2H6Ru,219
HfAl5Ni2,137
YbGaAu2,219
Li2CrO3,1
PrAl7Au3,165
MnCoN2,158
NaCa3AlFe3(SiO3)8,2
PuSb,121
NaLi2PO4,61
Sm(SiNi)2,137
Re7B3,183
Ca(TmS2)2,61
Rb2AgPdF6,219
Tm2CoCu,219
Sr2RhO4,0
Ca9Y3(CoO6)4,0
MgMoH2O5,1
Li3MnCoO5,0
Cs6U2(Cu4S5)3,224
Eu(GaTe2)2,65
Gd3Co4Sn13,217
AgGeBiTe3,43
K5Mo4O14F,14
TmCoSi2,62
Ba5Y3F19,1
Sr2PrTlCu2O7,121
TiIr,121
CoTeSe,154
Ti2Bi,137
Li7V3P8O29,8
Cr3C2,61
MoW3(SeS)4,154
La3Nd(GaO3)4,5
LiCo(WO4)2,0
AlPS4,22
Li5MnCr3O8,164
Mg6VCrO8,121
Rb2Na2Al3(SiO4)3,30
TbAl3Ag,117
La2Te4Pb,120
Ti3NbCu2(PO4)6,144
DySiNi4,64
LiFeSiO4,6
InGa5As4,158
Y10Cd3Ru,191
Pr3Cd,137
Mn6VSi5HO19,13
NbB,62
Ca3SiO5,158
Na4Cr2As(CO4)4,69
Na2VOF4,14
Ti(NO3)4,13
CeAs2Pd3,11
Tm2MgS4,61
Ba4Nb3O12,183
NaH10C6(NO)7,1
EuMgF4,62
Na2Co6O7,100
SmEuRh2,219
Sm4Ga7Ag5,5
Ce6Mg23As,219
K2FeO4,61
K3NdH6(C2O5)3,1
Co3SiGe2,0
Ga3Cu3SiSe8,80
Li3Mn2FeO6,11
ZrSi2,62
RbHSO4,6
Zn2H18Cl4O9,18
La4Ga3FeO12,1
Na2Ta2Nb2Si5SO24,0
KBa2(PO3)5,6
Li2FePHO5,13
Rb2LuCuCl6,219
MgFe4(PO4)4,0
Na12Nb2Zn10Si3(S5O24)3,0
CrH17N4Cl2O3,13
LiAlSiO4,177
Ni3O4,11
LiVFeP2(HO5)2,0
Li6Cu5F14,35
MnH7C3NO6,170
LiFe(PO3)4,14
LiMnP2O7,6
Pr3Al,215
Li20Co21O40,81
RbAg(PO3)2,13
Ba10MgAs6(ClO12)2,0
Sr5Nb5O17,33
Li4MnCo5O12,11
Sr4GeP4,212
Ho(SiPt)2,127
U4B3C5,24
Nd2Mg,62
NbI2O,4
Na2Ti2Sb2O,137
LiFe2(BO3)2,0
K3(VS2)5,0
Li3Mn2(SiO4)2,3
Sr2InI5,138
SiS,52
Mg16Al12H,7
Tb5Pt3,190
Ba2Nd2Fe(CoO4)3,37
Ba10Pr5Nb2(SnO10)3,1
CaV2O4,3
Cs4U2V2O13,58
Pr3Eu,137
ErSi2,139
TmBi2IO4,121
LiVF4,13
CeHoMg2,219
Li9Mn7O16,1
LiMnF4,59
RuS2,202
Na4Sn(GeS3)2,4
YCo3B2,188
Li3In(BO3)2,13
EuB6,215
ErTmIn2,219
ZrSc2,11
Fe4Co(BiO3)5,0
Fe4Te3Se,37
NaTi3FeO8,7
MoWSeS3,154
BaLu2CoO5,61
KAgSnSe3,101
V3F10,50
Li4La5Ti6Nb2O26,64
Sr3Li4(GeN3)2,11
Na2TeHSO5F3,13
Ba4Fe9O20,11
ZnP2,91
EuCo9Si2,139
HoRh,215
Ca3Nd,219
Li3Co2NiO6,11
CdI2,162
NaSrHfBiO6,210
Ca3Mg,137
CsYMnSe3,62
Na14Zr8Si11SO48,0
NaCaMn2P3(HO6)2,14
KNaMoWO6,97
CaCd6,70
Li5Mn4(P2O7)4,0
Na9Ca4Nb2(PO4)9,0
TmPt2,221
Cr5Se8,11
BaPr2O4,61
Th(GePd)2,137
Tm7Ru2C11,62
Na5Sm4Si4O16F,81
TmLuTl2,219
Na3La2Hf2P5SO24,0
NbNiGe,61
Na6In8Si3(S3O16)3,0
Na16Ti7(SiO5)8,11
NbSeOF7,61
NdMgHg2,219
Sc2PbSe4,61
PH10S3N2O,13
Al(HO)3,0
SrCo6O11,191
Pb,164
Cu6OF11,0
LiNiPO4,6
Ce2Te3,120
NaAlAsO4F,14
Tl3FeCl5,138
Li2Nb2Fe3O10,0
Cs3As,191
Ca3Ag2(GeO4)3,224
TmSi2Ni,62
P3Au2,11
Ho(CoSi)2,137
Sr2Mg3H10,11
KEu2Si4O10F,13
Li3MnCoO5,11
MgAg5,186
SbClF8,1
Sc12I25,1
Li4Ti4Mn4CoO18,54
Co2P2H4O9,13
AgBF4,61
BaMg30CoO32,121
WSeS,162
Li9Mn2Co5O16,1
Ce5CuSn3,190
LiCaAlN2,13
Nd3Rh2,146
Ca5P3ClO12,173
Ca(AuF6)2,113
BaGa2GeS6,0
Li6Mn3CoO10,0
Li2Ti2Fe3O10,1
Li3NbO4,137
UTiNb2O10,69
Cs(PRu)2,137
P4Se3I2,120
Cs3(SeO4)2,11
Na4Sc3NbSi3(SO8)3,0
Cs2Li3B3P6(PbO12)2,195
Ba(InTe2)2,65
Co(BRh2)3,7
ErSCl,58
ReO3,201
VAu3,191
Te(HO)6,0
Na6Mn2C4SO16,200
V4(OF3)3,0
Ba4Sr(SnO3)5,121
Na3MgAlP2SO12,8
NaY2Ge2P3(SO8)3,0
V4CuO11,7
Cs2Li3GaO4,71
LiMo(PO4)2,14
HoErPd2,219
Na9Ca5NbSi3(SO6)6,8
KSbN(OF)3,60
Mn3B7BrO13,28
Tm2GeO5,61
RbCa(H2N)3,14
Mg30MnSnO32,121
Cr2Ag2O7,1
BaSrNdTlCu2O7,5
BaAsHO4,3
Li2Nd2Si3,62
Na10Zn3Sn5(PO4)12,0
Sm3Co4Ge13,217
LiMgAl3(SeO4)6,0
Li2MnFe(BO3)2,5
Eu2Ge,61
Nd2(Ga3Co)3,62
LiSnCl3,158
BeAl2O4,61
Pr(AlSi)2,162
Gd3Al,215
Ca(PPd)2,137
CeF4,14
K2HgBr2(NO6)2,57
NaYbO2,139
Ho6Ti4Al43,190
Co2OF3,0
La5Sn3,190
Mn6O7F5,0
LiV2F7,61
YbVO4,139
Li6Fe5WO12,11
Co3Ni3(TeO8)2,7
Na2Cu2(B4O7)3,14
PrNiAs,184
Ti4Ni(PO5)4,13
MnGaFeCo,210
Mg14MnCdO16,121
PdCl2,13
CoAsSe,9
HoCd,215
CsTi(NbCl3)6,161
TiP6(WO8)3,144
ZnCoNiP2O9,61
H3CS,13
U(AlAu)2,127
K3Zn2F7,137
MgPb2,191
CrF4,134
Na3AlAs2,71
Na6Hf7MgSi6(SO8)6,0
TiAu,127
Sc5As3,61
Ce2MgTi4O12,0
Sr5Nb5O17,57
LiAl(MoO4)2,1
Li2ZrCuO4,117
V4O5F7,2
Ba2CaUO6,13
Rb2MgNb2(TeO6)2,0
BaGe3Ir,105
BaHo2ZnO5,61
U(BO3)2,14
Fe3OF5,5
Mn3B4Mo3,37
LiGe,87
Lu3C4,126
BaYCuSe3,62
LiMn2(SO4)3,13
CdI2,154
KSm(SO4)2,13
TlPd3,137
Li7Mn4CoO12,7
Sr2CaCu2(BiO4)2,137
U2OsC2,137
Li4V3P8O29,8
TmMoClO4,11
Sn2Rh,138
NbVB4,188
BaInCuF7,14
SbH24C6(NCl2)3,1
LiTiO2,183
NdMgAu,186
VH12SO10,14
CaZrAl9BO18,170
Ca(NiO2)2,12
C,164
MgCO3,165
LiSbP2O7,13
SrI2,60
Ba2TbHfO6,198
CsV3(TeO6)2,170
K2NaTbCl6,219
SmU2Se5,32
Pm2HgGe,219
KCeGeSe4,3
LiSm(CuP)2,162
Li3CoN2,203
Na5Mn7O16,11
Ca2AlPd2,14
NaZr2SN2Cl,158
YZrF7,3
LiVF5,13
Al3GeW2,0
RbTaGeO5,18
Zr4Co4Ge7,137
Hf8Ni4N,73
MgH6CO6,13
Ho6CoBi2,186
Li6CrFeP2(CO7)2,5
CdAg2GeS4,30
V3CoO8,7
Tb(CrFe5)2,70
Pm2CdSn,219
MgGa,184
AuCl,139
BaEuHfNbO6,210
Na3LaZrSi(PO6)2,8
Ba51(Pd12O5)2,0
RbNd(WO4)2,14
MnCdF5,14
Nb3AlC2,191
MgAu2,70
Mg14MnCoO16,46
RbNb2PSe10,6
La2GaN3,14
Mg2SnO4,54
TlSb3F18,145
Li8CeO6,146
MgH20Br4(NO)4,0
NaHg3,215
SmSbMo2O9,14
Li6MnV3(PO4)6,0
Dy2Cu2O5,32
Li5V3P8O29,4
Ca14MnP11,44
Cs3FeF6,137
K3TlCl6,219
Sm(Ga2Cu)4,188
BaCl2,219
Li4Mn3O7,11
MgTi3Zn2O8,164
Li7Mn2(CoO4)3,1
B2H8N,18
Cu(BO2)2,120
Sb,215
Be4AlCr,210
CdNi3N,215
TiFeAs,186
CdCu2SnS4,119
CeMgS3,146
LiSiAg2,219
Ba3(BO3)2,57
LiNiP2O7,4
Eu(ReO4)2,145
Na14Hf4Zr4Si11SO48,0
KBa7Al15Si17O64,0
Mg16Al12Br,211
BaYCu2O5,121
CsDySiS4,18
TaNi11(BO5)4,14
CeGa2Co3,186
Li2Cr3NiO8,183
Ho2Ni(B2O5)2,13
ZnCu2SiS4,30
UTl2Cr2O10,28
Dy2Si9B36C,7
V9O17,0
TiF3,165
LiMoO2,57
Sm5P12Ru19,186
Li4MnFe3(BO3)4,0
KB6F6,14
Rb2Pb2O3,196
Li6Mn5CoO12,1
Ca(ZnSi)2,137
Li2Cr(PO3)4,14
GdDyAl4,210
KEu(MoO4)2,1
Gd2P4O13,13
MgSn,121
Sr2Co(ClO)2,11
Y10Ga3Co7,25
TmFeGe2O7,11
K2HBrO,10
La3MoO7,18
Li2AlVO4,1
U7V5Ag3O35,5
Li6Mn5SbO12,14
LiCr(WO4)2,14
Ti4S8Cl6O,14
CdSnO3,146
YbGa4Ni,62
CaBe13,220
Rb2Hg3Se4,71
CaMg14Bi,37
Ag5Te2Br,61
YbDyRh2,219
Ba(MgGe)2,137
LiFePCO7,0
Li3CoSiO5,32
Be4N6O19,202
ZrGa6(FeCo)3,1
Ca8Al9Fe3Si12(HO13)4,5
HfInNi2,219
CsKRb2,219
FeAg2Sn3S8,164
Li4FeP2O9,12
Ba5Al5Sn,184
RbI3,61
Rb3As11,59
Er2Ti3Si4,91
Lu6TeO12,146
Ca4Al6WO16,40
ScFeGe2,54
Sr2La14Mg4(Fe4O15)3,0
Rb2LiMoF6,219
Li9Co7O16,9
Li13Mn8O24,9
CeAsO3,13
Li5FeO3F,11
KMnF3,73
La2In,191
Li3Mn2Ni5O12,4
Cs2CdGe3S8,18
Ba4Cu3Si20,217
Li4Co3OF11,0
LiMn(SO4)2,6
Na10Ta6Ga2Si11SO48,0
VOF3,4
BaCu(Si2O5)2,128
Sr2Co2O5,61
NaNiPO4,62
Sb2O5,13
AcTlAu2,219
Na2CaInP(SO6)2,8
NbS2,184
CrP2O7,13
AlTlSiO4,61
Na3LaIn(PO4)3,0
SrLiBS3,61
SrMgCr(PO4)2,1
Rb2ZnH12(SeO7)2,13
V4CrNiO12,4
Rb4SnO3,60
K4Eu(PS4)2,71
Na5Mn2P2(CO7)2,5
Mg,191
NpH6Cl2O13,13
La3CuSiSe7,170
RbNbSiO5,4
Li9Mn7O16,11
Ca5(OsN3)2,14
SrNd2O4,61
Cr3(P2O7)2,13
Sr2InF7,13
NaYbCl4,12
Ba4Ta10FeO30,43
NaSbSe2,121
Sn7Ir3,223
ZnCu2Ge(SeS)2,30
K4AsH5S3O16,1
Ba2InSbTe5,61
Dy4CrGe8,24
Li2VFeP2(HO5)2,1
NO3,13
TaNiP,61
TaCr2,191
Cs4Zn3F10,63
Li5Mn6(BO3)6,8
Mg2Al2Se5,162
Ti3Nb,215
Ca8(MnN3)3,13
Zr2Bi2O7,3
Cr4CuNiSe8,210
Hg,39
CeSiPt,107
Cs2CaSnCl6,219
K2BaCdSb2,25
YHo3,191
LiMn4(P2O7)3,13
Er5B2(O2F3)3,14
DyTlZn,191
EuZr3F15,1
Mn3Sb,215
SrMgSi2,61
Tb(HO)3,173
KMnH2OF4,14
K3(MoO3)10,11
K(Mo3S4)2,146
Li9Mn2Co5O16,1
SrSm2O4,221
Zn11Ir2,211
Mg11Cu2O13,70
WO3,13
Ho(CuS)3,146
ZrCrO4,0
Ba14Ir8(PdO11)3,4
CsCd13,220
Sr4TiP4,212
Mn3(OF2)2,3
NdCoSi,127
PBrNF,35
Li4Mn3SbO8,0
LiMnF3,165
Ti3NO4,62
Ba15(ZrSe3)14,165
Na3CaYSi(SO6)2,8
Li2SnP2O7,13
LiMnV(P2O7)2,0
Li19(FeAs)20,0
Ce2TiCo16,162
LiPd7,219
Na4Al3Si3NO14,2
Sr2VO4,137
LaZn4,62
Tm2GeO5,13
NdAgAs2,127
Mg2Mn3O8,63
YAl6Si30(N15O)3,0
Eu2SnS4,54
Fe7(OF3)3,0
CaC2,11
Rb2LiV(PO4)2,18
ErMgAg,186
Ca(NiO2)2,11
Ca(AlH4)2,145
LiFePO4,81
Co(IO3)2,13
Ag2SO3,13
Li4V3Ni3(SnO8)2,7
Li4Mn3NbO8,14
UFeB4,54
Sr3Mg,137
Zr(PS3)2,83
CaTiO3,215
K6ZnSe4,183
Zr4N2O5,0
BeCu,215
Ge3N4,173
Li2Mn3(BO3)3,1
Fe2CoO4,73
YbPrAu2,219
Hf3Te2,137
CoF3,138
TmCdAu2,219
Na4Ca2La2SiS5O24,0
PrAsSe,127
CoAsSe,60
NaSiBO4,28
CsBPb(IF2)2,4
Ba3SrRu2O9,14
EuCu9Sn4,138
Sc11Ru4,219
TiCrSi4,2
Li4TiCo3O8,1
PrMg12,137
NaV2O5,30
